Car Name,KM Driven,Fuel Type,Transmission,Ownership,Price,Location
2015 Toyota Etios CROSS 1.2 G,42.62k km,CNG,Manual,2nd owner,3.21 lakh,Seawood
2019 Maruti Swift ZDI PLUS,51.26k km,Diesel,Manual,1st owner,7.66L,Seawood
2024 Maruti New Wagon-R,18.93k km,Petrol,Manual,1st owner,5.98L,"Goregaon, Mumbai"
2016 Renault Kwid RXT 1.0,37.00k km,Petrol,Manual,1st owner,2.56L,"Goregaon, Mumbai"
2017 Honda WR-V 1.5L I-DTEC S MT,38.53k km,Diesel,Manual,1st owner,5.78L,"Eastern Express Hwy, Thane West, Mumbai"
2022 Volkswagen TAIGUN,38.59k km,Petrol,Manual,1st owner,10.51L,"Goregaon, Mumbai"
2021 Renault Kiger RXL AMT,42.58k km,Petrol,Auto,2nd owner,4.50L,"Mulund West, Mumbai"
2015 Maruti Ertiga ZXI,57.20k km,Petrol,Manual,1st owner,5.73 lakh,"Goregaon, Mumbai"
2015 Maruti Ciaz ZXI,96.82k km,Petrol,Manual,1st owner,4.24L,"Regency Anantam, Dombivli East"
2021 Nissan MAGNITE XV MT,27.40k km,Petrol,Manual,1st owner,5.75L,Seawood
2022 Mahindra XUV700 AX 5 P AT 5 STR,17.40k km,Petrol,Auto,1st owner,16.79L,"Goregaon, Mumbai"
2015 Volkswagen Polo,82.60k km,Petrol,Manual,2nd owner,3.55L,Seawood
2018 Tata Tiago XZ PETROL,25.87k km,Petrol,Manual,1st owner,4.07L,Seawood
2018 Hyundai i20 Active 1.2 SX,51.45k km,Petrol,Manual,2nd owner,5.12L,"Goregaon, Mumbai"
2017 Jeep Compass SPORT 2.0 DIESEL,72.99k km,Diesel,Manual,2nd owner,7.57L,Seawood
2017 Maruti Wagon R 1.0 VXI + (O) AMT,20.47k km,Petrol,Auto,1st owner,4.04L,"Goregaon, Mumbai"
2015 Tata Zest XT 90PS DIESEL,68.79k km,Diesel,Manual,1st owner,3.77L,"Mulund West, Mumbai"
2019 Tata NEXON XM PETROL,77.60k km,Petrol,Manual,1st owner,5.58L,"Regency Anantam, Dombivli East"
2018 Tata NEXON XZ PLUS PETROL,36.90k km,CNG,Manual,2nd owner,6.44L,"Goregaon, Mumbai"
2023 Hyundai VENUE S 1.2,14.23k km,Petrol,Manual,1st owner,8.01L,Seawood
2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,53.06k km,CNG,Manual,1st owner,3.50L,Seawood
2021 Maruti S PRESSO VXI AMT,32.02k km,Petrol,Auto,1st owner,4.34L,"Regency Anantam, Dombivli East"
2014 Maruti Wagon R 1.0 LXI CNG,62.85k km,CNG,Manual,1st owner,2.95L,"Mulund West, Mumbai"
2013 Maruti Wagon R 1.0 LXI CNG,96.23k km,CNG,Manual,1st owner,2.61L,"Goregaon, Mumbai"
2021 Skoda Rapid 1.0 AMBITION TSI MT,26.77k km,Petrol,Manual,1st owner,7.41L,"Goregaon, Mumbai"
2015 Hyundai Eon ERA +,16.74k km,Petrol,Manual,2nd owner,2.37L,"Kandivali, Mumbai"
2019 Tata Tiago XZA PETROL,41.61k km,Petrol,Auto,1st owner,4.58L,"Kandivali, Mumbai"
2016 Maruti Ertiga VXI CNG,15.19k km,CNG,Manual,1st owner,6.95 lakh,"Goregaon, Mumbai"
2015 Maruti Ertiga ZXI,34.86k km,Petrol,Manual,1st owner,5.99 lakh,"Kandivali, Mumbai"
2021 Renault TRIBER RXZ AMT,33.77k km,Petrol,Auto,1st owner,5.74L,"Mulund West, Mumbai"
2021 Tata PUNCH CREATIVE 1.2 RTN DUAL TONE,18.84k km,Petrol,Manual,1st owner,6.21 lakh,"Mulund West, Mumbai"
2019 Renault Kwid RXT 1.0 (O),36.05k km,Petrol,Manual,2nd owner,3.24L,"Kandivali, Mumbai"
2017 Maruti IGNIS DELTA 1.2 AMT,47.36k km,Petrol,Auto,1st owner,4.04L,"Eastern Express Hwy, Thane West, Mumbai"
2014 Maruti Wagon R 1.0 VXI,80.91k km,Petrol,Manual,1st owner,2.73L,"Mulund West, Mumbai"
2024 Maruti FRONX DELTA CNG 1.2 MT,21.12k km,CNG,Manual,1st owner,9.60L,"Regency Anantam, Dombivli East"
2021 Maruti Celerio VXI CNG,33.77k km,CNG,Manual,1st owner,5.36L,"Kandivali, Mumbai"
2015 Maruti Wagon R 1.0 VXI,35.16k km,Petrol,Manual,2nd owner,2.91L,"Kandivali, Mumbai"
2021 Hyundai Verna SX 1.5 VTVT IVT,15.07k km,Petrol,Auto,1st owner,9.77L,"Regency Anantam, Dombivli East"
2016 Hyundai Xcent S 1.2,14.85k km,Petrol,Manual,1st owner,3.97 lakh,"Goregaon, Mumbai"
2023 Renault Kiger RXT MT,6.61k km,Petrol,Manual,1st owner,6.21L,"Goregaon, Mumbai"
2019 Hyundai VENUE S 1.0 TURBO DCT,45.88k km,Petrol,Auto,1st owner,9.86L,Seawood
2021 Honda City 1.5L I-VTEC ZX CVT,77.37k km,Petrol,Auto,1st owner,10.61L,"Regency Anantam, Dombivli East"
2014 Maruti Alto 800 LXI,72.07k km,Petrol,Manual,1st owner,2.17 lakh,"Kompally, Hyderabad"
2021 Mahindra Bolero B6 (O),1.2L km,Diesel,Manual,1st owner,7.65 lakh,"Bachupally, Hyderabad"
2018 Maruti Dzire VDI AMT,25.83k km,Diesel,Auto,1st owner,6.99 lakh,"Kompally, Hyderabad"
2020 Volkswagen Polo,42.07k km,Petrol,Manual,2nd owner,5.76 lakh,"Bachupally, Hyderabad"
2019 Maruti Celerio X ZXI (O) AMT,46.56k km,Petrol,Auto,1st owner,4.73 lakh,"Kompally, Hyderabad"
2018 Nissan Micra XL CVT,41.86k km,Petrol,Auto,1st owner,4.50 lakh,"Bachupally, Hyderabad"
2021 Tata Tiago XZ PLUS PETROL,33.72k km,Petrol,Manual,1st owner,5.47 lakh,"Upperpally, Attapur, Hyderabad"
2020 Maruti Vitara Brezza,73.83k km,Petrol,Manual,2nd owner,7.10 lakh,"Kompally, Hyderabad"
2018 Honda Amaze 1.2L I-VTEC VX,49.10k km,Petrol,Manual,1st owner,5.70 lakh,"Kompally, Hyderabad"
2019 Renault Kwid CLIMBER 1.0,1.1L km,Petrol,Manual,1st owner,3.44 lakh,"Kompally, Hyderabad"
2015 Maruti Celerio VXI AMT,58.76k km,Petrol,Auto,2nd owner,3.25 lakh,"Upperpally, Attapur, Hyderabad"
2021 Tata Tiago XT PETROL,59.29k km,Petrol,Manual,1st owner,4.86 lakh,"Kompally, Hyderabad"
2017 Maruti Wagon R 1.0 VXI,56.16k km,Petrol,Manual,2nd owner,3.56 lakh,"Bachupally, Hyderabad"
2017 Maruti Dzire ZXI PLUS,60.75k km,Petrol,Manual,2nd owner,5.28 lakh,"Upperpally, Attapur, Hyderabad"
2014 Maruti Alto K10 VXI,68.36k km,Petrol,Manual,1st owner,2.48 lakh,"Kompally, Hyderabad"
2018 Hyundai Eon ERA +,99.80k km,Petrol,Manual,2nd owner,2.37 lakh,"Kompally, Hyderabad"
2022 Tata ALTROZ XZ PETROL,58.42k km,Petrol,Manual,1st owner,6.86 lakh,"Kompally, Hyderabad"
2023 Renault TRIBER RXZ AMT,12.94k km,Petrol,Auto,1st owner,7.11 lakh,"Upperpally, Attapur, Hyderabad"
2020 Maruti Swift VXI,60.19k km,Petrol,Manual,1st owner,5.48 lakh,"Upperpally, Attapur, Hyderabad"
2022 Nissan MAGNITE XV TURBO CVT,31.41k km,Petrol,Auto,1st owner,7.77 lakh,"Kompally, Hyderabad"
2021 KIA SONET HTX 1.0 IMT,43.75k km,Petrol,Manual,1st owner,8.16 lakh,"Kompally, Hyderabad"
2016 Hyundai Creta SX PLUS AT 1.6 PETROL,74.49k km,Petrol,Auto,1st owner,8.16 lakh,"Kompally, Hyderabad"
2023 Maruti Baleno ALPHA PETROL 1.2,38.72k km,Petrol,Manual,1st owner,8.12 lakh,"Kompally, Hyderabad"
2016 Ford Ecosport TITANIUM 1.5L PETROL AT,74.52k km,Petrol,Auto,1st owner,5.83 lakh,"Upperpally, Attapur, Hyderabad"
2020 Maruti Vitara Brezza,81.98k km,Petrol,Manual,1st owner,7.36L,"Kompally, Hyderabad"
2021 Tata NEXON XE PETROL,41.18k km,Petrol,Manual,1st owner,6.43L,"Kompally, Hyderabad"
2019 Renault Duster 110 PS RXS 4X2 AMT DIESEL,53.45k km,Diesel,Auto,1st owner,7.89 lakh,"Kompally, Hyderabad"
2019 Mahindra Scorpio S11 2WD,62.69k km,Diesel,Manual,1st owner,12.38 lakh,"Kompally, Hyderabad"
2023 Maruti Baleno ALPHA PETROL 1.2,15.37k km,Petrol,Manual,1st owner,8.46 lakh,"Bachupally, Hyderabad"
2022 Skoda SLAVIA ACTIVE 1.0L TSI MT,66.76k km,Petrol,Manual,1st owner,9.80 lakh,"Bachupally, Hyderabad"
2019 Maruti Baleno ZETA CVT PETROL 1.2,86.59k km,CNG,Auto,1st owner,7.18L,"Kompally, Hyderabad"
2020 Tata TIGOR XM PETROL,79.20k km,Petrol,Manual,1st owner,4.54L,"Upperpally, Attapur, Hyderabad"
2017 Datsun Redi Go T (O),31.42k km,Petrol,Manual,2nd owner,2.10L,"Upperpally, Attapur, Hyderabad"
2021 Maruti Swift VXI AMT,67.06k km,Petrol,Auto,1st owner,6.71L,"Kompally, Hyderabad"
2017 Volkswagen Ameo,50.95k km,Petrol,Manual,1st owner,4.23L,"Upperpally, Attapur, Hyderabad"
2019 Renault Kwid RXT 1.0 (O),64.80k km,Petrol,Manual,1st owner,3.59L,"Bachupally, Hyderabad"
2022 KIA SONET HTK PLUS 1.2,18.08k km,Petrol,Manual,1st owner,8.26 lakh,"Kompally, Hyderabad"
2021 Honda City 1.5L I-VTEC V MT 5TH GEN,79.46k km,Petrol,Manual,1st owner,8.95L,"Bachupally, Hyderabad"
2017 Maruti Swift LXI (O),98.77k km,Petrol,Manual,2nd owner,4.96L,"Bachupally, Hyderabad"
2022 Maruti Baleno ALPHA PETROL 1.2,52.60k km,Petrol,Manual,1st owner,7.77 lakh,"Kompally, Hyderabad"
2022 Maruti IGNIS ALPHA 1.2,10.58k km,Petrol,Manual,1st owner,6.22 lakh,"Upperpally, Attapur, Hyderabad"
2020 KIA SONET GTX PLUS 1.0 DCT,80.10k km,Petrol,Auto,1st owner,8.96 lakh,"Bachupally, Hyderabad"
2019 Maruti Dzire VXI AMT,69.78k km,Petrol,Auto,1st owner,5.70L,"Upperpally, Attapur, Hyderabad"
2020 Hyundai Elite i20,53.59k km,Petrol,Manual,1st owner,6.95L,"Upperpally, Attapur, Hyderabad"
2021 Renault Kwid CLIMBER 1.0 (O),32.86k km,Petrol,Manual,1st owner,4.32L,"Kompally, Hyderabad"
2022 Volkswagen TAIGUN,30.49k km,Petrol,Auto,1st owner,11.05 lakh,"Kompally, Hyderabad"
2017 Ford Ecosport TITANIUM 1.5L PETROL AT,89.20k km,Petrol,Auto,1st owner,6.46L,"Bachupally, Hyderabad"
2018 Ford Ecosport TREND + 1.5L PETROL AT,61.47k km,Petrol,Auto,2nd owner,5.88L,"Kompally, Hyderabad"
2018 Maruti Dzire ZDI PLUS AMT,61.25k km,Diesel,Auto,1st owner,7.02L,"Kompally, Hyderabad"
2020 Tata Tiago XZA PLUS PETROL,76.26k km,Petrol,Auto,1st owner,5.56L,"Upperpally, Attapur, Hyderabad"
2021 Renault Kwid CLIMBER 1.0 AMT (O),32.73k km,Petrol,Auto,1st owner,4.58L,"Kompally, Hyderabad"
2021 Tata Safari XT PLUS,46.67k km,Diesel,Manual,1st owner,15.85L,"Bachupally, Hyderabad"
2019 Maruti IGNIS DELTA 1.2,73.09k km,Petrol,Manual,2nd owner,4.67L,"Upperpally, Attapur, Hyderabad"
2022 Maruti Alto K10 VXI PLUS,45.64k km,Petrol,Manual,1st owner,4.11 lakh,"Kompally, Hyderabad"
2014 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,99.07k km,Petrol,Manual,2nd owner,3.51L,"Kompally, Hyderabad"
2017 Maruti Dzire VXI,54.38k km,Petrol,Manual,1st owner,4.84L,"Bachupally, Hyderabad"
2021 Maruti XL6 ZETA MT,50.16k km,Petrol,Manual,1st owner,9.15L,"Kompally, Hyderabad"
2023 Renault TRIBER RXT,12.10k km,Petrol,Manual,1st owner,6.24L,"Bachupally, Hyderabad"
2022 Maruti Baleno SIGMA PETROL 1.2,74.28k km,Petrol,Manual,1st owner,5.82 lakh,"Bachupally, Hyderabad"
2018 Ford FREESTYLE TREND 1.2 PETROL,31.93k km,Petrol,Manual,1st owner,4.38L,"Upperpally, Attapur, Hyderabad"
2020 Honda Amaze 1.2L I-VTEC VX CVT,63.83k km,Petrol,Auto,1st owner,7.05L,"Kompally, Hyderabad"
2017 Volkswagen Ameo,97.98k km,Petrol,Manual,3rd owner,5.79L,"Kompally, Hyderabad"
2020 KIA SELTOS HTX 1.5 PETROL,28.68k km,Petrol,Manual,2nd owner,10.49 lakh,"Kompally, Hyderabad"
2017 Maruti Swift VXI O,55.87k km,Petrol,Manual,1st owner,4.27 lakh,"Kompally, Hyderabad"
2023 Maruti Grand Vitara,29.69k km,Petrol,Manual,1st owner,12.01L,"Upperpally, Attapur, Hyderabad"
2014 Hyundai i10 SPORTZ 1.1,95.75k km,Petrol,Manual,2nd owner,2.94L,"Kompally, Hyderabad"
2023 Maruti Celerio VXI,37.08k km,Petrol,Manual,1st owner,5.21L,"Bachupally, Hyderabad"
2021 Mahindra Thar LX P 4WD AT CONVERTIBLE,39.98k km,Petrol,Auto,1st owner,12.91L,"Kompally, Hyderabad"
2022 Mahindra Thar LX HARD TOP 4WD MT,81.33k km,Diesel,Manual,1st owner,12.20 lakh,"Kompally, Hyderabad"
2015 Maruti Alto 800 LXI,84.91k km,Petrol,Manual,1st owner,2.34L,"Kompally, Hyderabad"
2021 Maruti Baleno DELTA PETROL 1.2,65.32k km,Petrol,Manual,1st owner,6.14L,"Kompally, Hyderabad"
2018 Maruti Baleno DELTA CVT PETROL 1.2,52.79k km,Petrol,Auto,2nd owner,5.35L,"Upperpally, Attapur, Hyderabad"
2014 Hyundai Verna FLUIDIC 1.6 VTVT SX,38.78k km,Petrol,Manual,1st owner,5.04L,"Kompally, Hyderabad"
2016 Nissan Micra XL CVT,56.85k km,Petrol,Auto,2nd owner,3.51L,"Bachupally, Hyderabad"
2022 Mahindra Bolero B6 (O),40.93k km,Diesel,Manual,1st owner,8.79L,"Kompally, Hyderabad"
2021 Hyundai VENUE SX 1.0 (O) TURBO IMT,69.42k km,Petrol,Manual,1st owner,8.62L,"Kompally, Hyderabad"
2015 Mahindra XUV500 W10,67.09k km,Diesel,Manual,1st owner,8.21L,"Kompally, Hyderabad"
2022 Hyundai GRAND I10 NIOS,44.15k km,Petrol,Manual,1st owner,6.58L,"Kompally, Hyderabad"
2020 Renault TRIBER RXZ,73.85k km,Petrol,Manual,2nd owner,5.87L,"Kompally, Hyderabad"
2017 Maruti Swift VXI,72.78k km,Petrol,Manual,1st owner,4.63L,"Bachupally, Hyderabad"
2020 Honda Jazz 1.2L I-VTEC ZX,46.40k km,Petrol,Manual,1st owner,7.25L,"Upperpally, Attapur, Hyderabad"
2020 Skoda Rapid ACTIVE 1.0 TSI,97.26k km,Petrol,Manual,1st owner,7.10L,"Bachupally, Hyderabad"
2023 Maruti FRONX DELTA PLUS 1.2MT,20.28k km,Petrol,Manual,1st owner,8.25 lakh,"Bachupally, Hyderabad"
2021 Tata NEXON XZ PLUS PETROL,61.85k km,Petrol,Manual,2nd owner,8.01L,"Upperpally, Attapur, Hyderabad"
2020 Maruti Dzire ZXI Plus,66.33k km,Petrol,Manual,1st owner,6.76L,"Bachupally, Hyderabad"
2022 Tata TIGOR XZ PETROL,57.55k km,Petrol,Manual,1st owner,5.21 lakh,"Kompally, Hyderabad"
2021 Maruti XL6 ZETA MT,31.82k km,Petrol,Manual,1st owner,9.13L,"Kompally, Hyderabad"
2022 Maruti Celerio ZXI PLUS,27.96k km,Petrol,Manual,1st owner,5.46L,"Bachupally, Hyderabad"
2022 Maruti Baleno ALPHA PETROL 1.2,44.09k km,Petrol,Manual,1st owner,7.96L,"Upperpally, Attapur, Hyderabad"
2019 Tata NEXON XM PETROL,35.82k km,Petrol,Manual,2nd owner,6.03L,"Kompally, Hyderabad"
2019 Maruti Baleno ZETA PETROL 1.2,78.71k km,Petrol,Manual,1st owner,6.04L,"Kompally, Hyderabad"
2019 Maruti Baleno DELTA PETROL 1.2,39.83k km,Petrol,Manual,1st owner,5.83L,"Upperpally, Attapur, Hyderabad"
2023 Hyundai NEW I20,31.55k km,Petrol,Auto,1st owner,8.66L,"Kompally, Hyderabad"
2014 Maruti Wagon R 1.0 VXI,45.75k km,Petrol,Manual,1st owner,3.10L,"Kompally, Hyderabad"
2015 Hyundai Elite i20 ASTA 1.4 CRDI,57.34k km,Diesel,Manual,1st owner,5.61L,"Kompally, Hyderabad"
2017 Maruti Ciaz ALPHA 1.4 PETROL,42.08k km,Petrol,Manual,1st owner,6.14L,"Upperpally, Attapur, Hyderabad"
2022 Renault Kwid RXL 1.0,41.18k km,Petrol,Manual,2nd owner,4.19L,"Upperpally, Attapur, Hyderabad"
2019 Toyota Glanza G ISG,51.49k km,Petrol,Manual,1st owner,6.62L,"Kompally, Hyderabad"
2022 KIA SONET HTX 1.5 AT,64.83k km,Diesel,Auto,1st owner,10.64L,"Bachupally, Hyderabad"
2021 Maruti XL6 ALPHA AT,82.82k km,Petrol,Auto,2nd owner,9.44L,"Kompally, Hyderabad"
2021 Nissan MAGNITE XV PREMIUM TURBO CVT DUAL TONE,35.18k km,Petrol,Auto,1st owner,10.05L,"Kompally, Hyderabad"
2018 Hyundai Creta SX (O) 1.6 DIESEL,89.57k km,Diesel,Manual,1st owner,9.89L,"Upperpally, Attapur, Hyderabad"
2022 Renault Kwid RXT 1.0 (O),61.80k km,Petrol,Manual,1st owner,3.94L,"Kompally, Hyderabad"
2018 Jeep Compass LIMITED (O) 1.4 PETROL AT,80.71k km,Petrol,Auto,1st owner,11.03L,"Kompally, Hyderabad"
2021 Tata NEXON XZ PETROL,45.90k km,Petrol,Manual,2nd owner,7.34 lakh,"Upperpally, Attapur, Hyderabad"
2015 Hyundai Xcent S 1.2,40.74k km,Petrol,Manual,2nd owner,4.12L,"Kompally, Hyderabad"
2014 Hyundai Verna FLUIDIC 1.6 VTVT SX OPT,82.14k km,Petrol,Manual,2nd owner,5.06L,"Bachupally, Hyderabad"
2021 Maruti Baleno ZETA PETROL 1.2,66.50k km,Petrol,Manual,2nd owner,6.16L,"Upperpally, Attapur, Hyderabad"
2022 Mahindra Thar LX D 4*4 MT HT,65.47k km,Diesel,Manual,1st owner,11.85L,"Kompally, Hyderabad"
2015 Maruti Celerio ZXI,78.46k km,Petrol,Manual,2nd owner,3.23 lakh,"Upperpally, Attapur, Hyderabad"
2014 Maruti Celerio VXI AMT,31.69k km,Petrol,Auto,1st owner,3.50L,"Kompally, Hyderabad"
2016 Maruti Baleno DELTA PETROL 1.2,84.15k km,Petrol,Manual,2nd owner,4.56L,"Bachupally, Hyderabad"
2017 Honda Jazz 1.2L I-VTEC VX,73.09k km,Petrol,Manual,2nd owner,4.87L,"Bachupally, Hyderabad"
2018 Maruti Dzire VXI,27.69k km,Petrol,Manual,1st owner,5.47 lakh,"Kompally, Hyderabad"
2020 Mahindra XUV500 W7,95.07k km,Diesel,Manual,1st owner,12.23L,"Bachupally, Hyderabad"
2022 Tata Tiago XZA PLUS PETROL,47.68k km,Petrol,Auto,1st owner,6.17L,"Kompally, Hyderabad"
2021 Tata Tiago XZ PETROL,38.75k km,Petrol,Manual,1st owner,5.28 lakh,"Bachupally, Hyderabad"
2019 Renault TRIBER RXL MT,31.67k km,Petrol,Manual,2nd owner,5.57L,"Bachupally, Hyderabad"
2023 Maruti Alto K10 VXI PLUS,4.67k km,Petrol,Manual,1st owner,4.71 lakh,"Kompally, Hyderabad"
2023 Renault TRIBER RXT,21.98k km,Petrol,Manual,1st owner,6.24L,"Upperpally, Attapur, Hyderabad"
2021 Ford Ecosport TITANIUM 1.5L DIESEL,67.29k km,Diesel,Manual,1st owner,8.41 lakh,"Kompally, Hyderabad"
2018 Honda WR-V 1.2L I-VTEC VX MT,82.36k km,Petrol,Manual,1st owner,6.99L,"Kompally, Hyderabad"
2022 Maruti Baleno ZETA PETROL 1.2,22.04k km,Petrol,Manual,1st owner,7.16L,"Upperpally, Attapur, Hyderabad"
2023 Nissan MAGNITE XV TURBO CVT,29.30k km,Petrol,Auto,1st owner,8.02L,"Bachupally, Hyderabad"
2023 Renault Kwid RXL 1.0,30.86k km,Petrol,Manual,1st owner,4.13L,"Bachupally, Hyderabad"
2022 Tata PUNCH,26.43k km,Petrol,Manual,1st owner,8.04L,"Bachupally, Hyderabad"
2021 Toyota URBAN CRUISER,63.76k km,Petrol,Auto,1st owner,8.32 lakh,"Kompally, Hyderabad"
2017 Honda Amaze 1.2L I-VTEC S,40.34k km,Petrol,Manual,1st owner,4.63 lakh,"Bachupally, Hyderabad"
2022 Mahindra Thar LX D 4*4 MT HT,70.81k km,Diesel,Manual,1st owner,13.06L,"Kompally, Hyderabad"
2019 Maruti IGNIS ZETA 1.2,86.32k km,Petrol,Manual,2nd owner,4.42L,"Upperpally, Attapur, Hyderabad"
2019 Hyundai Elite i20 ASTA 1.2 (O),57.40k km,Petrol,Manual,1st owner,6.42L,"Bachupally, Hyderabad"
2021 Hyundai Creta SX 1.4 TURBO DCT,34.40k km,Petrol,Auto,1st owner,14.53L,"Kompally, Hyderabad"
2021 Maruti Eeco 7 STR,20.15k km,Petrol,Manual,1st owner,4.85L,"Bachupally, Hyderabad"
2017 Hyundai Creta SX PLUS AT 1.6 PETROL,78.22k km,Petrol,Auto,1st owner,8.95L,"Upperpally, Attapur, Hyderabad"
2018 Maruti Dzire ZXI AMT,35.53k km,Petrol,Auto,1st owner,6.11L,"Kompally, Hyderabad"
2021 Hyundai Creta SX (O) 1.4 TURBO DCT,47.32k km,Petrol,Auto,1st owner,16.71L,"Bachupally, Hyderabad"
2018 Honda Amaze 1.2L I-VTEC VX,39.85k km,Petrol,Manual,1st owner,6.23L,"Bachupally, Hyderabad"
2020 Maruti New Wagon-R,94.51k km,Petrol,Manual,1st owner,5.08L,"Bachupally, Hyderabad"
2019 Hyundai Elite i20,93.36k km,Petrol,Manual,1st owner,5.81L,"Upperpally, Attapur, Hyderabad"
2018 Nissan Terrano  XL D Plus,38.56k km,Diesel,Manual,1st owner,7.05L,"Kompally, Hyderabad"
2016 Maruti Vitara Brezza,79.67k km,Diesel,Manual,1st owner,7.38 lakh,"Kompally, Hyderabad"
2021 Maruti Eeco 7 STR,75.24k km,Petrol,Manual,1st owner,4.89L,"Kompally, Hyderabad"
2021 Maruti Vitara Brezza,53.23k km,Petrol,Auto,2nd owner,7.99L,"Upperpally, Attapur, Hyderabad"
2022 Renault Kwid CLIMBER 1.0 AMT Dual Tone,19.29k km,Petrol,Auto,1st owner,5.91L,"Bachupally, Hyderabad"
2023 Tata PUNCH,39.87k km,Petrol,Auto,1st owner,7.32 lakh,"Bachupally, Hyderabad"
2021 Renault TRIBER RXL MT,23.66k km,Petrol,Manual,1st owner,5.83 lakh,"Kompally, Hyderabad"
2020 Maruti Swift ZXI,73.94k km,Petrol,Manual,1st owner,6.00L,"Upperpally, Attapur, Hyderabad"
2018 Hyundai Creta SX PLUS AT 1.6 PETROL,90.29k km,Petrol,Auto,1st owner,8.70 lakh,"Bachupally, Hyderabad"
2021 Hyundai AURA S 1.2,59.64k km,Petrol,Manual,1st owner,5.40 lakh,"Upperpally, Attapur, Hyderabad"
2021 Skoda KUSHAQ,86.11k km,Petrol,Manual,1st owner,10.03L,"Kompally, Hyderabad"
2022 Maruti IGNIS ALPHA 1.2 AMT,33.05k km,Petrol,Auto,1st owner,6.75L,"Kompally, Hyderabad"
2017 Hyundai Grand i10,91.44k km,Petrol,Manual,1st owner,4.26L,"Upperpally, Attapur, Hyderabad"
2015 Maruti Wagon R 1.0 VXI,75.53k km,Petrol,Manual,1st owner,3.44 lakh,"Upperpally, Attapur, Hyderabad"
2021 Maruti New Wagon-R,42.92k km,CNG,Manual,1st owner,5.50L,"Bachupally, Hyderabad"
2021 Renault TRIBER RXL MT,16.19k km,Petrol,Manual,1st owner,5.78L,"Upperpally, Attapur, Hyderabad"
2021 Datsun Redi Go T(O),39.29k km,Petrol,Manual,1st owner,3.35L,"Bachupally, Hyderabad"
2021 Hyundai VENUE S 1.2,58.01k km,Petrol,Manual,1st owner,7.31 lakh,"Kompally, Hyderabad"
2017 Hyundai Grand i10,65.85k km,Petrol,Auto,1st owner,5.08L,"Kompally, Hyderabad"
2023 Mahindra Thar LX D AT 4WD HT,16.77k km,Diesel,Auto,1st owner,15.62L,"Kompally, Hyderabad"
2021 Tata ALTROZ XZ PLUS I-TURBO PETROL,61.32k km,Petrol,Manual,1st owner,7.12L,"Bachupally, Hyderabad"
2020 Hyundai AURA SX PLUS 1.2 AMT,33.44k km,Petrol,Auto,1st owner,6.46L,"Bachupally, Hyderabad"
2016 Maruti Alto 800 LXI,62.22k km,Petrol,Manual,1st owner,2.48 lakh,"Upperpally, Attapur, Hyderabad"
2014 Maruti Alto K10 VXI,62.09k km,Petrol,Manual,1st owner,2.58L,"Kompally, Hyderabad"
2021 Maruti New Wagon-R,79.98k km,Petrol,Manual,2nd owner,4.46L,"Bachupally, Hyderabad"
2021 Ford Ecosport TITANIUM 1.5L PETROL,47.64k km,Petrol,Manual,1st owner,8.23L,"Bachupally, Hyderabad"
2021 Nissan MAGNITE XL TURBO CVT,28.66k km,Petrol,Auto,1st owner,7.07 lakh,"Bachupally, Hyderabad"
2020 Hyundai AURA SX+ 1.0 TURBO GDI MT,73.74k km,Petrol,Manual,1st owner,6.56L,"Bachupally, Hyderabad"
2023 Tata NEXON XMA PLUS SUNROOF PETROL,36.82k km,Petrol,Auto,1st owner,9.74L,"Bachupally, Hyderabad"
2021 Mahindra Thar LX P 4WD AT CONVERTIBLE,42.53k km,Petrol,Auto,1st owner,11.88L,"Kompally, Hyderabad"
2023 Tata NEXON XZA PLUS LUXURY SUNROOF PETROL,21.18k km,Petrol,Auto,1st owner,11.43L,"Kompally, Hyderabad"
2020 MG HECTOR SHARP 2.0 DIESEL,82.73k km,Diesel,Manual,2nd owner,13.01 lakh,"Kompally, Hyderabad"
2023 Maruti S PRESSO VXI+,21.53k km,Petrol,Manual,1st owner,4.64L,"Kompally, Hyderabad"
2021 Renault Kwid CLIMBER 1.0 (O),55.10k km,Petrol,Manual,1st owner,3.97L,"Upperpally, Attapur, Hyderabad"
2024 Nissan MAGNITE XV AMT,10.60k km,Petrol,Auto,1st owner,8.00 lakh,"Kompally, Hyderabad"
2020 Hyundai Creta SX (O) 1.4 TURBO DCT,48.86k km,Petrol,Auto,2nd owner,15.54L,"Bachupally, Hyderabad"
2016 Honda City 1.5L I-VTEC V MT,97.57k km,Petrol,Manual,1st owner,5.63L,"Kompally, Hyderabad"
2016 Maruti Ciaz VXI+,37.97k km,Petrol,Manual,1st owner,6.25L,"Kompally, Hyderabad"
2017 Maruti Celerio ZXI AMT,94.46k km,Petrol,Auto,1st owner,4.07L,"Kompally, Hyderabad"
2022 Tata NEXON XZ PLUS PETROL SUNROOF,73.12k km,Petrol,Manual,1st owner,9.04L,"Bachupally, Hyderabad"
2018 Maruti Baleno DELTA PETROL 1.2,48.44k km,Petrol,Manual,1st owner,5.28 lakh,"Kompally, Hyderabad"
2020 Honda City 1.5L I-VTEC V CVT 5TH GEN,75.18k km,Petrol,Auto,1st owner,9.62L,"Bachupally, Hyderabad"
