Car Name,KM Driven,Fuel Type,Transmission,Ownership,Price,Location
2017 Honda WR-V 1.2L I-VTEC VX MT,31.00k km,Petrol,Manual,1st owner,5.70L,"Metro Walk, Rohini, New Delhi"
2022 Tata Tiago XT CNG,79.87k km,CNG,Manual,1st owner,5.17L,"Parsvnath City Mall, Faridabad"
2022 Hyundai VENUE S PLUS 1.5 CRDI,44.97k km,Diesel,Manual,1st owner,8.50L,"CARS24 Network, Sec-11 Faridabad"
2019 Maruti Vitara Brezza,51.48k km,Diesel,Auto,1st owner,6.50 lakh,"CARS24 Network, Sec-11 Faridabad"
2019 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,99.66k km,Petrol,Auto,1st owner,6.41L,"Metro Walk, Rohini, New Delhi"
2015 Hyundai Elite i20 ASTA 1.2,72.43k km,Petrol,Manual,1st owner,4.11L,"Metro Walk, Rohini, New Delhi"
2019 Honda City 1.5L I-VTEC VX CVT,96.31k km,Petrol,Auto,1st owner,7.79L,"Parsvnath City Mall, Faridabad"
2018 Hyundai Creta SX PLUS AT 1.6 PETROL,87.89k km,Petrol,Auto,1st owner,9.89L,"Gaur City mall, Multilevel parking, Greater Noida"
2018 Hyundai Elite i20 ASTA 1.2 (O),63.19k km,Petrol,Manual,1st owner,5.55L,"Vaishali, Ghaziabad"
2018 Hyundai Creta E PLUS 1.6 PETROL,42.57k km,Petrol,Manual,1st owner,7.08L,"Vaishali, Ghaziabad"
2018 Maruti Dzire LXI,59.77k km,Petrol,Manual,1st owner,4.77L,"Gaur City mall, Multilevel parking, Greater Noida"
2024 Mahindra Bolero B6,19.78k km,Diesel,Manual,1st owner,9.85L,"M3M Urbana, Golf Course Ext., Gurugram"
2019 Mahindra XUV500 W9,47.56k km,Diesel,Manual,1st owner,12.45L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2017 Honda Jazz 1.2L I-VTEC V AT,41.51k km,Petrol,Auto,1st owner,4.66L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2013 Honda Amaze 1.2L I-VTEC VX,36.91k km,Petrol,Manual,1st owner,2.92L,"Vaishali, Ghaziabad"
2020 Maruti S PRESSO VXI,22.93k km,Petrol,Manual,2nd owner,3.21 lakh,Rajouri Garden
2017 Maruti Swift LXI (O),15.46k km,Petrol,Manual,1st owner,3.92 lakh,"Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Ciaz VXI+,56.08k km,Petrol,Manual,1st owner,4.58L,"M3M Urbana, Golf Course Ext., Gurugram"
2021 Tata Tiago XZ PLUS PETROL,17.02k km,Petrol,Manual,1st owner,5.19L,"Sector-18, Noida"
2013 Volkswagen Polo,23.81k km,Petrol,Manual,2nd owner,2.85 lakh,"M3M Urbana, Golf Course Ext., Gurugram"
2021 Tata TIGOR XE PETROL,45.50k km,Petrol,Manual,1st owner,4.38L,"M3M Urbana, Golf Course Ext., Gurugram"
2020 Tata TIGOR XZ PETROL,89.82k km,Petrol,Manual,1st owner,4.15 lakh,"M3M Urbana, Golf Course Ext., Gurugram"
2014 Maruti Swift LXI,59.74k km,Petrol,Manual,1st owner,3.06L,"Parsvnath City Mall, Faridabad"
2020 MG HECTOR SHARP 1.5 DCT PETROL,41.67k km,Petrol,Auto,2nd owner,11.42L,"Vaishali, Ghaziabad"
2021 Nissan MAGNITE XV DUAL TONE,63.51k km,Petrol,Manual,1st owner,5.60L,"Metro Walk, Rohini, New Delhi"
2019 Hyundai NEW SANTRO,81.69k km,Petrol,Manual,1st owner,3.78L,"Sector-18, Noida"
2014 Hyundai Verna FLUIDIC 1.6 VTVT SX OPT,99.15k km,Petrol,Manual,1st owner,4.10L,"Metro Walk, Rohini, New Delhi"
2016 Hyundai Creta SX PLUS 1.6 PETROL,70.84k km,Petrol,Manual,1st owner,6.78L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2019 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,60.72k km,Petrol,Manual,1st owner,6.16L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2023 Maruti Baleno ALPHA 1.2 AGS,15.46k km,Petrol,Auto,1st owner,8.15L,Rajouri Garden
2021 Skoda KUSHAQ STYLE 1.5L TSI DSG,64.92k km,Petrol,Auto,1st owner,12.60L,"Parsvnath City Mall, Faridabad"
2022 Hyundai AURA SX 1.2,38.74k km,Petrol,Manual,1st owner,6.34L,"M3M Urbana, Golf Course Ext., Gurugram"
2015 Hyundai Grand i10,42.13k km,Petrol,Manual,1st owner,3.14L,Rajouri Garden
2016 Hyundai Elite i20 ASTA 1.2,50.40k km,Petrol,Manual,2nd owner,4.11L,"Metro Walk, Rohini, New Delhi"
2021 KIA SELTOS HTE 1.5 DIESEL,78.26k km,Diesel,Manual,1st owner,9.18L,"M3M Urbana, Golf Course Ext., Gurugram"
2018 Maruti Dzire LXI,90.99k km,Petrol,Manual,1st owner,4.30 lakh,"CARS24 Network, NIT, Faridabad"
2019 Maruti Baleno ZETA PETROL 1.2,24.68k km,Petrol,Manual,2nd owner,5.17L,"Sector-18, Noida"
2021 Maruti New Wagon-R,20.03k km,Petrol,Manual,1st owner,4.42L,"Gaur City mall, Multilevel parking, Greater Noida"
2018 Mahindra KUV 100 NXT,19.91k km,CNG,Manual,1st owner,4.83L,"Metro Walk, Rohini, New Delhi"
2022 Tata TIGOR XZ CNG,75.31k km,CNG,Manual,1st owner,5.89L,"M3M Urbana, Golf Course Ext., Gurugram"
2021 Maruti S PRESSO VXI+,23.78k km,Petrol,Manual,2nd owner,3.60L,"M3M Urbana, Golf Course Ext., Gurugram"
2022 Tata TIGOR XZ PLUS CNG,74.71k km,CNG,Manual,1st owner,5.99L,"M3M Urbana, Golf Course Ext., Gurugram"
2022 Hyundai VENUE S Plus 1.2 Petrol MT,15.89k km,Petrol,Manual,1st owner,7.66L,"Sector-18, Noida"
2017 Maruti Dzire VXI,72.38k km,Petrol,Manual,1st owner,4.48 lakh,"Metro Walk, Rohini, New Delhi"
2020 Toyota Innova Crysta,36.27k km,Petrol,Auto,1st owner,17.00 lakh,"CARS24 Network, Sec-11 Faridabad"
2016 Maruti Swift LXI (O),36.28k km,Petrol,Manual,1st owner,3.75L,"Vaishali, Ghaziabad"
2022 Tata NEXON XZ PLUS PETROL SUNROOF,2.12k km,Petrol,Manual,1st owner,9.11L,"Sector-18, Noida"
2023 Tata NEXON CREATIVE PLUS S 1.2 REVOTRON 6 MT DT,30.05k km,Petrol,Manual,1st owner,10.27L,"Metro Walk, Rohini, New Delhi"
2021 MG HECTOR SHARP 1.5 PETROL CVT,79.65k km,Petrol,Auto,2nd owner,11.59L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2022 Tata ALTROZ XZA PLUS DARK EDTION,25.17k km,Petrol,Auto,1st owner,7.56L,"Sector-18, Noida"
2019 Mahindra XUV500 W5,56.54k km,Diesel,Manual,1st owner,11.31L,Rajouri Garden
2023 Skoda KUSHAQ,28.89k km,Petrol,Auto,1st owner,12.23L,"Parsvnath City Mall, Faridabad"
2017 Honda WR-V 1.2L I-VTEC VX MT,55.31k km,Petrol,Manual,1st owner,5.70L,"Sector-18, Noida"
2017 Honda City 1.5L I-VTEC ZX CVT,59.76k km,Petrol,Auto,1st owner,7.27L,"Metro Walk, Rohini, New Delhi"
2022 Tata TIGOR XZ PLUS CNG,67.92k km,CNG,Manual,1st owner,6.09L,"Metro Walk, Rohini, New Delhi"
2019 Hyundai Grand i10,71.90k km,Petrol,Manual,1st owner,4.51L,"Sector-18, Noida"
2013 Maruti Alto 800 LXI,37.79k km,Petrol,Manual,1st owner,1.87 lakh,"Parsvnath City Mall, Faridabad"
2016 Ford Ecosport TITANIUM 1.5L PETROL AT,67.70k km,Petrol,Auto,1st owner,4.89L,"M3M Urbana, Golf Course Ext., Gurugram"
2024 Tata NEXON CREATIVE PLUS 1.2 REVOTRON 6 AMT,4.04k km,Petrol,Auto,1st owner,12.50L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2016 Ford Ecosport TITANIUM 1.5L PETROL AT,65.85k km,Petrol,Auto,2nd owner,4.61 lakh,"M3M Urbana, Golf Course Ext., Gurugram"
2017 Maruti Swift LXI (O),87.81k km,Petrol,Manual,1st owner,3.73L,"Vaishali, Ghaziabad"
2017 Hyundai Creta SX PLUS 1.6 PETROL,60.78k km,Petrol,Manual,1st owner,7.09L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2018 Hyundai Grand i10,69.97k km,Petrol,Manual,2nd owner,3.71 lakh,"Sector-18, Noida"
2022 Skoda KUSHAQ,52.22k km,Petrol,Manual,1st owner,9.45L,Rajouri Garden
2023 Nissan MAGNITE XL,19.21k km,Petrol,Manual,1st owner,5.58 lakh,"Metro Walk, Rohini, New Delhi"
2024 Mahindra SCORPIO CLASSIC,30.92k km,Diesel,Manual,1st owner,17.50 lakh,"CARS24 Network, ITI Chowk, Sonipat"
2018 Maruti Baleno DELTA PETROL 1.2,86.92k km,CNG,Manual,1st owner,4.70 lakh,"Parsvnath City Mall, Faridabad"
2016 Hyundai Creta E PLUS 1.6 PETROL,39.07k km,CNG,Manual,1st owner,6.32L,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2015 Maruti Ertiga VXI,33.04k km,Petrol,Manual,1st owner,5.39 lakh,"Vaishali, Ghaziabad"
2021 Mahindra XUV300 W8 (O) 1.2 PETROL,43.48k km,Petrol,Manual,2nd owner,7.24L,"Vaishali, Ghaziabad"
2023 KIA SONET HTK PLUS 1.2,13.68k km,Petrol,Manual,1st owner,8.61L,"Vaishali, Ghaziabad"
2018 Hyundai Creta E PLUS 1.4 DIESEL,78.56k km,Diesel,Manual,1st owner,6.36L,"Metro Walk, Rohini, New Delhi"
2021 Renault Kwid RXT 1.0 (O),15.67k km,Petrol,Manual,1st owner,3.75L,"M3M Urbana, Golf Course Ext., Gurugram"
2023 Mahindra XUV300 W4 1.2 PETROL,11.49k km,Petrol,Manual,1st owner,7.73L,"Sector-18, Noida"
2022 Volkswagen VIRTUS,35.16k km,Petrol,Manual,1st owner,12.00 lakh,"CARS24 Network, ITI Chowk, Sonipat"
2020 Maruti Baleno SIGMA PETROL 1.2,28.47k km,Petrol,Manual,1st owner,4.77 lakh,Rajouri Garden
2014 Nissan Terrano XV D THP PREMIUM 110 PS,30.03k km,Diesel,Manual,2nd owner,5.78 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2019 Renault Kwid CLIMBER 1.0 (O),57.08k km,Petrol,Manual,2nd owner,3.64L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2014 Hyundai Xcent S 1.2,73.17k km,Petrol,Manual,1st owner,3.79 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2013 Maruti Wagon R Stingray,54.94k km,Petrol,Manual,1st owner,3.27 lakh,Nexus Whitefield
2018 Renault Duster RXS CVT,57.18k km,Petrol,Auto,2nd owner,6.20 lakh,"Bellahalli, Bengaluru"
2016 Renault Kwid RXT 0.8,16.83k km,Petrol,Manual,1st owner,2.84 lakh,Nexus Whitefield
2014 Hyundai Eon ERA +,67.23k km,Petrol,Manual,1st owner,2.52 lakh,"Vaishnavi Sapphire Centre, Yeswanthpur"
2017 Mahindra TUV300 T8,47.70k km,Diesel,Manual,1st owner,6.73 lakh,"Vaishnavi Sapphire Centre, Yeswanthpur"
2015 Volkswagen Vento,76.62k km,Petrol,Auto,2nd owner,5.24 lakh,Gandhi Nagar
2021 Skoda Rapid 1.0 AMBITION TSI MT,67.93k km,Petrol,Manual,1st owner,7.95 lakh,Gandhi Nagar
2017 Maruti Baleno DELTA PETROL 1.2,79.07k km,Petrol,Manual,1st owner,5.37 lakh,"GT World Mall, Bengaluru"
2020 Renault Kwid RXL 1.0,28.47k km,Petrol,Manual,1st owner,3.77 lakh,Gandhi Nagar
2023 Tata PUNCH,9.02k km,Petrol,Manual,1st owner,7.01 lakh,"Bellahalli, Bengaluru"
2021 Renault Kwid RXT 1.0 (O),40.85k km,Petrol,Manual,1st owner,3.99 lakh,"Bellahalli, Bengaluru"
2018 Hyundai Verna 1.6 VTVT SX O,38.84k km,Petrol,Manual,1st owner,8.28 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Maruti Baleno ZETA PETROL 1.2,91.72k km,Petrol,Manual,1st owner,5.48 lakh,Gandhi Nagar
2013 Maruti Wagon R 1.0 VXI,42.48k km,Petrol,Manual,1st owner,3.19 lakh,"Bellahalli, Bengaluru"
2016 Maruti Baleno ZETA PETROL 1.2,47.54k km,Petrol,Manual,2nd owner,4.95 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2020 Hyundai AURA S 1.2 AMT,47.44k km,Petrol,Auto,1st owner,5.67 lakh,Nexus Whitefield
2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL,97.09k km,Petrol,Manual,1st owner,6.65 lakh,"Bellahalli, Bengaluru"
2014 Maruti Ertiga ZXI,87.00k km,Petrol,Manual,1st owner,6.10 lakh,Nexus Whitefield
2018 Maruti Ciaz S 1.4 MT PETROL,69.61k km,Petrol,Manual,1st owner,6.92 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2021 Skoda KUSHAQ,40.63k km,Petrol,Auto,2nd owner,11.45 lakh,"Bellahalli, Bengaluru"
2018 Honda City 1.5L I-VTEC ZX CVT,96.56k km,Petrol,Auto,1st owner,8.10 lakh,Nexus Whitefield
2020 Maruti Celerio ZXI (O),41.26k km,Petrol,Manual,1st owner,4.78 lakh,Gandhi Nagar
2019 Hyundai Elite i20,45.29k km,Petrol,Manual,1st owner,6.42 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Honda Jazz 1.2L I-VTEC V,45.63k km,Petrol,Manual,1st owner,5.27 lakh,"Bellahalli, Bengaluru"
2020 Hyundai VENUE S 1.2,30.92k km,Petrol,Manual,1st owner,7.45 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Renault Kwid CLIMBER 1.0,40.36k km,Petrol,Manual,1st owner,3.25 lakh,Gandhi Nagar
2020 Tata Harrier XZA 2.0L,37.60k km,Diesel,Auto,2nd owner,15.19 lakh,Nexus Whitefield
2023 Maruti FRONX DELTA PLUS 1.2MT,31.58k km,Petrol,Manual,1st owner,8.24 lakh,"Bellahalli, Bengaluru"
2018 Maruti Swift ZXI AMT,54.84k km,Petrol,Auto,1st owner,5.90L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2022 Nissan MAGNITE XV EXECUTIVE,19.26k km,Petrol,Manual,1st owner,6.82L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2018 Maruti Baleno ALPHA CVT PETROL 1.2,13.96k km,Petrol,Auto,1st owner,6.82 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2020 Tata ALTROZ XZ PETROL,53.91k km,Petrol,Manual,1st owner,6.23 lakh,Nexus Whitefield
2016 Renault Kwid RXL,89.78k km,Petrol,Manual,1st owner,2.75L,"GT World Mall, Bengaluru"
2023 Maruti S PRESSO VXI PLUS (O) AMT,3.81k km,Petrol,Auto,1st owner,5.16 lakh,"Vaishnavi Sapphire Centre, Yeswanthpur"
2021 Mahindra Thar LX P 4WD AT CONVERTIBLE,54.92k km,Petrol,Auto,1st owner,14.66L,"GT World Mall, Bengaluru"
2019 Hyundai Verna 1.6 VTVT SX,64.54k km,Petrol,Manual,2nd owner,7.66L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2019 Maruti Swift ZXI PLUS AMT,97.21k km,Petrol,Auto,1st owner,6.28L,"Bellahalli, Bengaluru"
2021 Hyundai NEW I20 N LINE,53.85k km,Petrol,Manual,2nd owner,8.78L,Nexus Whitefield
2019 Hyundai NEW SANTRO,39.83k km,Petrol,Manual,1st owner,4.50 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2016 Maruti Swift LXI (O),75.82k km,Petrol,Manual,2nd owner,4.31 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2017 Maruti Baleno ZETA PETROL 1.2,75.80k km,Petrol,Manual,1st owner,5.65L,Gandhi Nagar
2022 Renault Kwid RXL,76.06k km,Petrol,Manual,1st owner,3.96L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Hyundai Eon ERA +,24.90k km,Petrol,Manual,1st owner,3.47L,"GT World Mall, Bengaluru"
2018 Hyundai Eon MAGNA +,43.22k km,Petrol,Manual,1st owner,2.86 lakh,Gandhi Nagar
2018 Jeep Compass SPORT 1.4 PETROL,33.70k km,Petrol,Manual,1st owner,11.52L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2022 Tata ALTROZ XZ PLUS DIESEL,58.20k km,Diesel,Manual,1st owner,8.06L,"Bellahalli, Bengaluru"
2013 Hyundai i10 MAGNA 1.2,42.66k km,Petrol,Manual,1st owner,3.09L,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2014 Hyundai Santro Xing,97.27k km,Petrol,Manual,1st owner,2.91L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2016 Maruti Swift Dzire ZDI,74.78k km,Diesel,Manual,1st owner,6.68L,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2016 Maruti Ertiga VDI SHVS,77.52k km,Diesel,Manual,2nd owner,6.92L,"Bellahalli, Bengaluru"
2018 Maruti Baleno ZETA PETROL 1.2,49.28k km,Petrol,Manual,1st owner,6.24L,"Bellahalli, Bengaluru"
2018 Maruti Celerio ZXI AMT (O),33.49k km,Petrol,Auto,1st owner,4.77 lakh,Gandhi Nagar
2020 Tata ALTROZ XZ PETROL,38.74k km,Petrol,Manual,1st owner,6.55L,"Bellahalli, Bengaluru"
2015 Hyundai Eon D-LITE+,73.06k km,Petrol,Manual,1st owner,2.78L,"GT World Mall, Bengaluru"
2019 Hyundai NEW SANTRO,20.70k km,Petrol,Auto,1st owner,4.97L,Gandhi Nagar
2022 KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR,38.76k km,Petrol,Manual,1st owner,16.67L,"GT World Mall, Bengaluru"
2017 Tata Tiago XZ PETROL,29.78k km,Petrol,Manual,2nd owner,4.17L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Renault Kwid RXT 0.8,48.97k km,Petrol,Manual,3rd owner,3.10L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2021 MG HECTOR SUPER 1.5 PETROL,18.96k km,Petrol,Manual,1st owner,12.02L,Nexus Whitefield
2019 Toyota Innova Crysta,42.66k km,Diesel,Manual,1st owner,19.10L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2022 Maruti Celerio ZXI,41.03k km,Petrol,Manual,1st owner,5.28L,Nexus Whitefield
2017 Volkswagen Polo,93.89k km,Petrol,Manual,1st owner,5.69L,"GT World Mall, Bengaluru"
2017 Renault Kwid CLIMBER 1.0 AMT,39.48k km,Petrol,Auto,1st owner,4.00L,"GT World Mall, Bengaluru"
2019 Tata Tiago XZ PLUS PETROL,36.58k km,Petrol,Manual,1st owner,5.22L,Gandhi Nagar
2018 Tata TIGOR XZ (O) PETROL,65.07k km,Petrol,Manual,1st owner,4.96L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2018 Volkswagen Polo GT TSI AT,59.40k km,Petrol,Auto,1st owner,7.99 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2019 Volkswagen Polo,46.50k km,Petrol,Manual,2nd owner,6.52L,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2016 Honda Amaze 1.2L I-VTEC S,63.00k km,Petrol,Manual,1st owner,4.41L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2021 Tata PUNCH CREATIVE 1.2 RTN DUAL TONE,25.23k km,Petrol,Manual,1st owner,7.41 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Maruti Wagon R 1.0 VXI AMT,48.64k km,Petrol,Auto,1st owner,4.24L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2022 Tata ALTROZ XZ PLUS I-TURBO PETROL,44.62k km,Petrol,Manual,1st owner,7.46L,Gandhi Nagar
2017 BMW X1 xDrive20d xLine,51.10k km,Diesel,Auto,1st owner,27.50 lakh,"Sarjapur road, HSR Layout, Bangalore"
2021 Tata Tiago XZ PLUS PETROL,78.05k km,Petrol,Manual,1st owner,5.46L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2015 Hyundai Eon ERA +,33.89k km,Petrol,Manual,2nd owner,2.82L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Maruti Baleno ZETA DIESEL 1.3,96.29k km,Diesel,Manual,2nd owner,6.19L,"GT World Mall, Bengaluru"
2014 Hyundai Xcent S AT 1.2,83.76k km,Petrol,Auto,2nd owner,3.50 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2022 Toyota Glanza G AMT,50.99k km,Petrol,Auto,1st owner,7.64L,Nexus Whitefield
2019 Honda Jazz 1.2L I-VTEC VX CVT,49.14k km,Petrol,Auto,1st owner,6.57 lakh,Nexus Whitefield
2017 BMW X5 XDRIVE 30 D,56.63k km,Diesel,Auto,2nd owner,43.95 lakh,"Sarjapur road, HSR Layout, Bangalore"
2021 Renault Kwid RXT 1.0 (O),15.42k km,Petrol,Manual,1st owner,4.25L,"Bellahalli, Bengaluru"
2014 Maruti Celerio VXI AMT,61.81k km,Petrol,Auto,2nd owner,3.41L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2022 Maruti New Wagon-R,12.27k km,Petrol,Manual,1st owner,5.69L,"Bellahalli, Bengaluru"
2021 Mahindra Thar LX P 4WD AT CONVERTIBLE,53.29k km,Petrol,Auto,1st owner,14.61L,"Bellahalli, Bengaluru"
2016 Volkswagen Polo GT TSI AT,88.25k km,Petrol,Auto,3rd owner,6.98L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2020 Mahindra XUV500 W5,26.06k km,Diesel,Manual,1st owner,11.22L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2017 Hyundai Elite i20 ASTA 1.2,69.98k km,Petrol,Manual,2nd owner,5.86L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2020 Hyundai GRAND I10 NIOS,51.77k km,Petrol,Manual,1st owner,6.39L,"Bellahalli, Bengaluru"
2023 Renault Kwid RXL 1.0 (O),24.92k km,CNG,Manual,1st owner,4.40L,"Bellahalli, Bengaluru"
2015 Volkswagen Vento,85.59k km,Petrol,Manual,1st owner,5.21L,"Bellahalli, Bengaluru"
2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,46.27k km,Petrol,Manual,1st owner,8.10L,"GT World Mall, Bengaluru"
2014 Renault Duster 85 PS RXE DIESEL ADVENTURE,73.84k km,Diesel,Manual,1st owner,6.40L,"GT World Mall, Bengaluru"
2014 Hyundai Verna FLUIDIC 1.4 VTVT,85.20k km,Petrol,Manual,2nd owner,4.38 lakh,Gandhi Nagar
2024 Renault Kwid RXL 1.0 (O),15.08k km,Petrol,Manual,1st owner,4.90L,Nexus Whitefield
2014 Hyundai Verna FLUIDIC 1.6 VTVT SX,77.98k km,Petrol,Manual,2nd owner,5.06L,Gandhi Nagar
2018 Maruti Swift ZXI PLUS AMT,44.46k km,Petrol,Auto,1st owner,6.30 lakh,Gandhi Nagar
2017 Hyundai Grand i10,87.71k km,Petrol,Auto,1st owner,4.82L,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2017 Maruti Celerio VXI AMT,60.54k km,Petrol,Auto,2nd owner,4.02L,"Bellahalli, Bengaluru"
2022 KIA SONET HTX 1.5,44.75k km,Diesel,Manual,1st owner,10.02 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2020 KIA SONET HTK PLUS 1.2,26.34k km,Petrol,Manual,1st owner,7.72 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2013 Audi A6 2.0 TDI PREMIUM PLUS,76.18k km,Diesel,Auto,2nd owner,16.45 lakh,"Sarjapur road, HSR Layout, Bangalore"
2022 Maruti BREZZA ZXI + AT SMART HYBRID,26.06k km,Petrol,Auto,1st owner,11.74 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2016 Hyundai Grand i10,33.37k km,Petrol,Manual,1st owner,4.29L,Nexus Whitefield
2020 Hyundai NEW SANTRO,24.31k km,Petrol,Manual,1st owner,4.98L,Nexus Whitefield
2014 Maruti Ritz VXI,60.91k km,Petrol,Manual,1st owner,4.56L,"Bellahalli, Bengaluru"
2022 Tata ALTROZ XM PLUS DIESEL,48.66k km,Diesel,Manual,1st owner,6.88 lakh,Nexus Whitefield
2023 Toyota Fortuner 4X2 AT 2.7 PETROL,5.05k km,Petrol,Auto,1st owner,37.45 lakh,"Manyata Tech Park, Bangalore"
2022 Mahindra XUV700 AX 5 P AT 5 STR,29.99k km,Petrol,Auto,1st owner,17.04L,Nexus Whitefield
2020 Maruti Swift VXI,73.32k km,Petrol,Manual,1st owner,5.67 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2015 Maruti Swift Dzire ZDI,74.26k km,Diesel,Manual,2nd owner,5.48 lakh,Gandhi Nagar
2016 Volkswagen Ameo,1.0L km,Petrol,Manual,2nd owner,4.35L,Nexus Whitefield
2016 Datsun Redi Go S,41.67k km,Petrol,Manual,2nd owner,2.14 lakh,Nexus Whitefield
2021 Hyundai NEW I20 ASTA 1.2 MT,28.01k km,Petrol,Manual,1st owner,7.95L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2021 Maruti IGNIS ZETA 1.2,78.55k km,Petrol,Manual,1st owner,5.47L,"Vaishnavi Sapphire Centre, Yeswanthpur"
2015 Maruti Ritz ZXI,40.54k km,Petrol,Manual,1st owner,4.39 lakh,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2020 Tata Tiago XZA PLUS PETROL,20.63k km,Petrol,Auto,2nd owner,5.54L,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2015 Honda Jazz 1.2L I-VTEC SV,48.98k km,Petrol,Manual,2nd owner,4.11 lakh,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2020 Maruti Baleno ZETA PETROL 1.2,70.61k km,Petrol,Manual,1st owner,6.61L,"Bellahalli, Bengaluru"
2018 Hyundai Creta SX AT 1.6 DIESEL,56.63k km,Diesel,Auto,1st owner,12.73L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2014 Maruti Alto K10 VXI,60.29k km,Petrol,Manual,1st owner,2.92 lakh,Gandhi Nagar
2022 Toyota Innova Crysta,15.75k km,Petrol,Auto,1st owner,24.15L,"GT World Mall, Bengaluru"
2016 Volkswagen Polo,68.49k km,Petrol,Manual,1st owner,5.74L,"Bellahalli, Bengaluru"
2017 Maruti IGNIS DELTA 1.2,41.00k km,Petrol,Manual,1st owner,4.49L,Gandhi Nagar
2017 Renault Kwid CLIMBER 1.0,51.94k km,Petrol,Manual,1st owner,3.26L,Gandhi Nagar
2013 Maruti Wagon R 1.0 VXI,80.88k km,Petrol,Manual,2nd owner,2.85L,"Bellahalli, Bengaluru"
2017 Maruti Celerio ZXI AMT,41.23k km,Petrol,Auto,1st owner,4.59L,"Bellahalli, Bengaluru"
2013 Hyundai i20 SPORTZ 1.4 CRDI,63.02k km,Diesel,Manual,1st owner,4.32L,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
